,dir,accuracies,packsRaw
248,neveldo-titanic-eda-predictions-attempt,0.762,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'c(""package:dplyr"", ""package:tidyr"", ""package:tibble"")': ['tibble'], 'character(0)': ['analysePredictorResponse', 'kable', 'set'], 'package:base': ['as.factor', 'as.integer', 'c', 'factor', 'ifelse', 'is.factor', 'is.na', 'levels', 'library', 'mean', 'nrow', 'paste', 'print', 'rep', 'sample', 'scale', 'seq', 'set.seed', 'subset', 'summary', 'table'], 'package:class': ['knn'], 'package:dplyr': ['arrange', 'group_by', 'mutate', 'summarize'], 'package:ggplot2': ['aes', 'coord_flip', 'geom_bar', 'geom_boxplot', 'geom_col', 'geom_freqpoly', 'geom_path', 'ggplot', 'labs'], 'package:gridExtra': ['grid.arrange'], 'package:MASS': ['qda'], 'package:purrr': ['map_dbl'], 'package:readr': ['col_factor', 'cols', 'read_csv', 'write_csv'], 'package:stats': ['glm', 'median', 'predict'], 'package:stringr': ['regex', 'str_extract']}"
249,djohnbar-the-titanic-using-knn,0.783,"{'package:base': ['as.data.frame', 'as.factor', 'as.integer', 'as.numeric', 'c', 'cat', 'colSums', 'data.frame', 'gsub', 'is.na', 'lapply', 'length', 'library', 'list.files', 'ls', 'max', 'min', 'names', 'return', 'rm', 'scale', 'sqrt', 'table', 'which'], 'package:class': ['knn'], 'package:dplyr': ['bind_rows'], 'package:stats': ['lm', 'median', 'predict'], 'package:utils': ['head', 'read.csv', 'write.csv']}"
250,rmenendezm-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
251,liudj2008-titanic,0.781,"{'package:base': ['as.character', 'as.factor', 'c', 'data.frame', 'is.na', 'levels', 'library', 'mean', 'names', 'rep', 'sample', 'set.seed', 'summary', 'system', 'table'], 'package:randomForest': ['randomForest'], 'package:stats': ['predict'], 'package:utils': ['head', 'read.csv', 'write.csv']}"
252,sidhere-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
253,tsfitz-titanic,0.786,"{'package:base': ['data.frame', 'library', 'summary', 'table'], 'package:rattle': ['fancyRpartPlot'], 'package:rpart': ['rpart'], 'package:stats': ['predict'], 'package:utils': ['head', 'read.csv', 'write.csv']}"
254,bluemachine-predicting-chances-of-survival-on-the-titanic,0.5680000000000001,"{'c(""package:flexclust"", ""package:graphics"")': ['barplot'], 'c(""package:flexmix"", ""package:rJava"", ""package:arules"", ""package:base"")': ['unique'], 'c(""package:generics"", ""package:base"")': ['as.factor'], 'c(""package:kernlab"", ""package:flexmix"", ""package:flexclust"", ""package:arules"", ""package:stats"")': ['predict'], 'c(""package:Matrix"", ""package:base"")': ['mean'], 'c(""package:mice"", ""package:spam"", ""package:base"")': ['rbind'], 'c(""package:rattle"", ""package:ranger"", ""package:randomForest"")': ['importance'], 'c(""package:rgeos"", ""package:base"")': ['row.names'], 'c(""package:rstatix"", ""package:plyr"", ""package:desc"", ""package:dplyr"")': ['desc'], 'c(""package:rstatix"", ""package:plyr"", ""package:plotly"", ""package:ggpubr"", ""package:dplyr"")': ['mutate'], 'c(""package:SparseM"", ""package:spam"", ""package:timeSeries"", ""package:proxy"", ""package:Matrix"", ""package:base"")': ['as.matrix'], 'c(""package:timeSeries"", ""package:base"")': ['colnames'], 'c(""package:timeSeries"", ""package:rJava"", ""package:utils"")': ['str'], 'c(""package:timeSeries"", ""package:timeDate"", ""package:arules"", ""package:base"")': ['sample'], 'c(""package:urca"", ""package:ROCR"", ""package:robustbase"", ""package:rgeos"", ""package:sp"", ""package:kernlab"", ""package:hexbin"", ""package:flexmix"", ""package:flexclust"", ""package:stats4"", ""package:timeSeries"", ""package:timeDate"", ""package:colorspace"", ""package:graphics"")': ['plot'], 'character(0)': ['random.imp'], 'package:base': ['c', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'paste0', 'return', 'round', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['dense_rank'], 'package:ggplot2': ['aes', 'coord_flip', 'geom_bar', 'geom_text', 'ggplot', 'labs'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'par'], 'package:grDevices': ['rainbow'], 'package:randomForest': ['randomForest'], 'package:sqldf': ['sqldf'], 'package:stats': ['reorder'], 'package:stringr': ['str_locate', 'str_sub'], 'package:utils': ['read.csv', 'write.csv']}"
255,chemalytics-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
256,sausen7-titanic-first-kernel,0.793,"{'character(0)': ['set'], 'package:base': ['as.factor', 'as.numeric', 'colSums', 'data.frame', 'factor', 'is.na', 'library', 'nrow', 'set.seed', 'summary'], 'package:caret': ['confusionMatrix', 'createDataPartition'], 'package:readr': ['read_csv'], 'package:stats': ['glm', 'predict'], 'package:utils': ['head', 'write.csv']}"
257,lokesharun-titanic,0.778,"{'package:base': ['as.factor', 'c', 'colSums', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'round', 'row.names', 'set.seed', 'sum', 'summary', 'table'], 'package:dplyr': ['bind_rows'], 'package:ggplot2': ['aes', 'facet_grid', 'geom_bar', 'geom_histogram', 'ggplot', 'ggtitle', 'labs', 'xlab', 'ylab'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist'], 'package:mice': ['complete', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:stats': ['predict'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
258,bdcallen-titanic-knn-r,0.783,"{'character(0)': ['findTitle', 'normalize_row'], 'package:base': ['as.numeric', 'c', 'data.frame', 'factor', 'grep', 'is.na', 'length', 'library', 'max', 'merge', 'min', 'rep', 'return', 'set.seed'], 'package:class': ['knn'], 'package:rpart': ['rpart'], 'package:stats': ['median', 'predict'], 'package:utils': ['read.csv', 'write.csv']}"
259,vikramatjob-exploring-survival-on-the-titanic-var1,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
260,liwenhuang-titanic-logistic-tree-rf,0.764,"{'c(""package:mice"", ""package:base"")': ['cbind'], 'c(""package:ROCR"", ""package:graphics"")': ['plot'], 'package:base': ['as.factor', 'c', 'colnames', 'data.frame', 'dim', 'factor', 'gsub', 'ifelse', 'is.na', 'length', 'library', 'print', 'round', 'sapply', 'set.seed', 'sum', 'summary', 'table', 'unlist', 'vector', 'which', 'which.max'], 'package:data.table': ['fread', 'set'], 'package:dplyr': ['bind_rows', 'mutate_if'], 'package:ggplot2': ['aes', 'coord_cartesian', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'ggplot', 'ggtitle'], 'package:graphics': ['abline', 'hist', 'legend', 'lines', 'par'], 'package:methods': ['slot'], 'package:mice': ['complete', 'mice'], 'package:pscl': ['pR2'], 'package:randomForest': ['randomForest', 'varImpPlot'], 'package:rattle': ['fancyRpartPlot'], 'package:ROCR': ['performance', 'prediction'], 'package:rpart': ['rpart'], 'package:stats': ['aggregate', 'anova', 'chisq.test', 'cor', 'density', 'glm', 'predict'], 'package:utils': ['head', 'str', 'write.csv']}"
261,shashank74-titanic-disaster-data-exploration-and-modelling,0.774,"{'package:base': ['as.factor', 'c', 'cat', 'colnames', 'cut', 'data.frame', 'factor', 'is.na', 'length', 'library', 'match', 'mean', 'names', 'nrow', 'paste0', 'rbind', 'round', 'row.names', 'sapply', 'set.seed', 'sum', 'table', 'which'], 'package:dplyr': ['dense_rank', 'desc', 'group_by', 'mutate', 'n', 'summarise'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_histogram', 'geom_point', 'geom_text', 'ggplot', 'labs', 'scale_x_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['legend', 'plot'], 'package:randomForest': ['importance', 'randomForest'], 'package:stats': ['median', 'predict', 'reorder'], 'package:stringr': ['str_extract'], 'package:utils': ['head', 'read.csv', 'write.csv']}"
262,cbrioso-titanic-rf,0.793,"{'c(""package:dplyr"", ""package:base"")': ['setdiff'], 'c(""package:dplyr"", ""package:stats"")': ['filter'], 'c(""package:mice"", ""package:base"")': ['cbind', 'rbind'], 'package:base': ['as.data.frame', 'as.factor', 'as.integer', 'as.matrix', 'as.numeric', 'c', 'colnames', 'dimnames', 'factor', 'grepl', 'ifelse', 'is.na', 'library', 'list', 'names', 'prop.table', 'set.seed', 'substr', 'sum', 'table'], 'package:dplyr': ['anti_join', 'group_by', 'left_join', 'mutate', 'n', 'ntile', 'sample_frac', 'select', 'summarize'], 'package:ggplot2': ['aes', 'facet_grid', 'geom_bar', 'ggplot'], 'package:missForest': ['missForest'], 'package:randomForest': ['randomForest', 'varImpPlot'], 'package:stats': ['median', 'predict'], 'package:stringr': ['word'], 'package:utils': ['read.csv', 'str', 'write.csv'], 'package:xgboost': ['xgb.DMatrix', 'xgb.importance', 'xgb.train']}"
263,hegdekarthik-titanic-prediction-beginner-level-decision-tree,0.778,"{'package:base': ['as.character', 'as.factor', 'c', 'data.frame', 'expand.grid', 'factor', 'is.na', 'levels', 'library', 'ls', 'nrow', 'rbind', 'rm', 'sapply', 'seq', 'set.seed', 'strsplit', 'sub', 'sum', 'summary', 'table', 'which'], 'package:caret': ['confusionMatrix', 'precision', 'train', 'trainControl'], 'package:rpart': ['rpart'], 'package:rpart.plot': ['prp'], 'package:stats': ['median', 'predict'], 'package:utils': ['head', 'read.csv', 'str', 'tail', 'write.csv']}"
264,maza91-titanic-logistic-regression,0.769,"{'character(0)': ['.', '`:=`'], 'package:base': ['apply', 'as.factor', 'as.numeric', 'c', 'factor', 'gsub', 'ifelse', 'is.na', 'library', 'rbind', 'set.seed', 'strsplit', 'sum', 'summary'], 'package:data.table': ['fread'], 'package:rpart': ['rpart'], 'package:stats': ['binomial', 'glm', 'median', 'predict'], 'package:utils': ['str', 'write.csv']}"
265,z888888861-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
266,chauhanheta-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
267,trvrmgn-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
268,samuelh-barebones-titanic-logistic-regression-test,0.754,"{'package:base': ['abs', 'as.integer', 'as.logical', 'as.numeric', 'c', 'data.frame', 'factor', 'format', 'ifelse', 'library', 'missing', 'on.exit', 'paste0', 'sapply', 'summary', 'system'], 'package:dplyr': ['mutate', 'select'], 'package:graphics': ['pairs', 'par', 'strwidth', 'text'], 'package:mice': ['mice'], 'package:readr': ['read_csv', 'write_csv'], 'package:stats': ['cor', 'glm', 'predict.glm'], 'package:stringr': ['str_extract'], 'package:utils': ['head']}"
269,anishmayaramka-the-titanic-problem,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
270,rjhere23-predictive-analysis-of-survival-rate-on-titanic,0.778,"{'package:base': ['as.integer', 'c', 'cut', 'data.frame', 'factor', 'is.na', 'length', 'library', 'mean', 'names', 'nchar', 'options', 'rbind', 'rep', 'round', 'sample', 'set.seed', 'strsplit', 'sum', 'table', 'tapply'], 'package:e1071': ['svm'], 'package:ggplot2': ['aes', 'geom_histogram', 'ggplot'], 'package:graphics': ['barplot', 'hist', 'par'], 'package:randomForest': ['randomForest'], 'package:rpart': ['rpart'], 'package:stats': ['glm', 'median', 'na.omit', 'predict'], 'package:utils': ['head', 'read.csv', 'str', 'write.csv']}"
271,qianbi-titanic-rpart-3,0.783,"{'package:base': ['c', 'gsub', 'ifelse', 'is.na', 'lapply', 'library', 'sapply', 'table'], 'package:dplyr': ['bind_rows'], 'package:rpart': ['rpart'], 'package:stats': ['predict'], 'package:utils': ['read.csv', 'write.csv']}"
272,maitree-titanic-survival-list-using-random-forest,0.503,"{'character(0)': ['cabin_no', 'mean_class'], 'package:base': ['as.character', 'as.factor', 'as.numeric', 'c', 'class', 'data.frame', 'factor', 'is.na', 'length', 'library', 'mean', 'names', 'nrow', 'rbind', 'rep', 'replace', 'return', 'sapply', 'strsplit', 'subset', 'sum', 'summary', 'system', 'which'], 'package:ggplot2': ['aes', 'geom_bar', 'ggplot', 'position_dodge'], 'package:randomForest': ['randomForest'], 'package:stats': ['predict'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
